평가년도,도서관구분,도서관코드,도서관명,행정구역,시군구,장서수,사서수,대출자수,대출권수,도서예산
2022,LIBTYPE000002,2060121027,금샘도서관,busan,금정구,63457,9.5,17961,350549,1358800
2022,LIBTYPE000002,2050143014,금왕교육도서관,chungbuk,음성군,70269,4,7068,22774,309921
2022,LIBTYPE000002,2060146023,금일공공도서관,jeonnam,완도군,48405,0,7443,8343,138510
2022,LIBTYPE000002,2060121008,금정도서관,busan,금정구,248239,10,13563,274967,2256569
2022,LIBTYPE000002,2060111030,금천구립가산도서관,seoul,금천구,77191,8,17150,79850,549477
2022,LIBTYPE000002,2060111049,금천구립금나래도서관,seoul,금천구,63988,8,38883,138112,498598
2022,LIBTYPE000002,2060111003,금천구립독산도서관,seoul,금천구,121780,6,26876,81787,535644
2022,LIBTYPE000002,2060111084,금천구립시흥도서관,seoul,금천구,86290,6,41228,111439,500043
2022,LIBTYPE000002,2060141127,금촌3동솔빛도서관,gyeonggi,파주시,54654,3,2924,39036,313372
2022,LIBTYPE000002,2050124003,금호평생교육관,gwangju,남구,164278,11,17731,68168,2318249
2022,LIBTYPE000002,2060121009,기장도서관,busan,기장군,191108,7,5922,99913,1219044
2022,LIBTYPE000002,20601110051,김근태기념도서관,seoul,도봉구,14917,5,2158,10666,833806
2022,LIBTYPE000002,2050145018,김제교육문화회관,jeonbuk,김제시,93642,5,1130,9724,2044489
2022,LIBTYPE000002,2050145007,김제교육문화회관 금산분관,jeonbuk,김제시,55435,2,173,4178,335726
2022,LIBTYPE000002,2060145009,김제시립도서관,jeonbuk,김제시,171773,5,2679,58348,3361185
2022,LIBTYPE000002,2060145011,김제시립도서관금구분관,jeonbuk,김제시,37712,2,491,13484,566275
2022,LIBTYPE000002,2060145010,김제시립도서관만경분관,jeonbuk,김제시,29724,1,357,4801,470490
2022,LIBTYPE000002,2060147043,김천시립 율곡도서관,gyeongbuk,김천시,87955,4,2934,13279,1148780
2022,LIBTYPE000002,2060147009,김천시립도서관,gyeongbuk,김천시,223305,8,5160,148551,2503946
2022,LIBTYPE000002,2060141216,김포시고촌도서관,gyeonggi,김포시,94902,2,7770,254386,535826
2022,LIBTYPE000002,2060141256,김포시마산도서관,gyeonggi,김포시,62440,5,13010,337242,1121444
2022,LIBTYPE000002,2060141132,김포시양곡도서관,gyeonggi,김포시,103591,2,6330,122518,921309
2022,LIBTYPE000002,2060141223,김포시장기도서관,gyeonggi,김포시,148609,12,22006,515321,2199982
2022,LIBTYPE000002,2060141047,김포시중봉도서관,gyeonggi,김포시,381372,3,8809,219133,1094682
2022,LIBTYPE000002,2060141104,김포시통진도서관,gyeonggi,김포시,173395,3,46159,134239,1137032
2022,LIBTYPE000002,2060141232,김포시풍무도서관,gyeonggi,김포시,115445,3,15910,390614,1325607
2022,LIBTYPE000002,2060848006,김해기적의도서관,gyeongnam,김해시,59164,3,57075,198602,912282
2022,LIBTYPE000002,2060148039,김해율하도서관,gyeongnam,김해시,65824,4,106058,228970,1017172
2022,LIBTYPE000002,20601110052,까망돌도서관,seoul,동작구,27115,8,9223,139369,1054683
2022,LIBTYPE000002,2030122005,꿈꾸는마을도서관 도토리,daegu,북구,19436,0,611,1512,82080
2022,LIBTYPE000002,2060111035,꿈마을 도서관,seoul,구로구,19301,2,1549,24378,234039
2022,LIBTYPE000002,2060123018,꿈벗도서관,incheon,중구,41223,4,3468,13451,324169
2022,LIBTYPE000002,2060148013,꿈이랑도서관,gyeongnam,통영시,27170,3,1251,18385,572116
2022,LIBTYPE000002,2030821001,꿈키어린이도서관,busan,동래구,8752,1,4956,4935,45631
2022,LIBTYPE000002,2060146009,나주시립도서관,jeonnam,나주시,93263,1,2359,9543,403740
2022,LIBTYPE000002,2060124015,남구 청소년도서관,gwangju,남구,53492,2,5439,102976,741375
2022,LIBTYPE000002,2060121002,남구도서관,busan,남구,277851,11,23478,361431,1842510
2022,LIBTYPE000002,2060123034,남동논현도서관,incheon,남동구,46235,5,10470,187534,1186843
2022,LIBTYPE000002,2060142039,남면도서관,gangwon,홍천군,17665,0.5,6555,13659,120764
2022,LIBTYPE000002,2060131014,남목도서관,ulsan,동구,22709,2,2767,30317,373328
2022,LIBTYPE000002,2060848010,남부어린이도서관,gyeongnam,진주시,34517,2,501,100569,832500
2022,LIBTYPE000002,2060141217,남사도서관,gyeonggi,용인시,76588,2,11257,171558,1150877
2022,LIBTYPE000030,2060811012,남산타운문화체육센터 어린이도서관,seoul,중구,43630,3,14588,60526,358025
2022,LIBTYPE000002,2060141095,남양주시 별내도서관,gyeonggi,남양주시,125748,4,8059,77193,738634
2022,LIBTYPE000002,2060141112,남양주시 오남도서관,gyeonggi,남양주시,125174,4,11073,105766,873430
2022,LIBTYPE000002,2060141103,남양주시 와부도서관,gyeonggi,남양주시,138754,4,79485,215303,1123063
2022,LIBTYPE000002,2060141247,남양주시 이석영뉴미디어도서관,gyeonggi,남양주시,48350,1,44146,127875,1475416
2022,LIBTYPE000002,2060141067,남양주시 정약용도서관,gyeonggi,남양주시,207989,7.5,26213,435040,2113926
2022,LIBTYPE000002,2060141069,남양주시 진건도서관,gyeonggi,남양주시,110191,2,7529,66261,705286
2022,LIBTYPE000002,2060141157,남양주시 진접푸른숲도서관,gyeonggi,남양주시,98805,4.5,9799,160232,740478
2022,LIBTYPE000002,2060141140,남양주시 퇴계원도서관,gyeonggi,남양주시,93460,3.5,8764,124354,899682
2022,LIBTYPE000002,2060141110,남양주시 평내도서관,gyeonggi,남양주시,124979,3,10735,175709,904607
2022,LIBTYPE000002,2060141208,남양주시 호평도서관,gyeonggi,남양주시,65800,3,9138,145972,845047
2022,LIBTYPE000002,2060141068,남양주시 화도도서관,gyeonggi,남양주시,128012,3,8810,113938,636916
2022,LIBTYPE000002,2060141154,남양주시진접도서관,gyeonggi,남양주시,100120,3,9313,127134,843605
2022,LIBTYPE000002,2050145003,남원교육문화회관,jeonbuk,남원시,110374,4,4895,18135,2093053
2022,LIBTYPE000002,2050145013,남원교육문화회관 운봉분관,jeonbuk,남원시,57991,3,262,6424,395436
2022,LIBTYPE000002,2060145022,남원시립도서관,jeonbuk,남원시,60032,2,2009,31442,388710
2022,LIBTYPE000020,2060845003,남원시어린이청소년도서관,jeonbuk,남원시,31204,2,1898,45774,494466
2022,LIBTYPE000002,2060123022,내가도서관,incheon,강화군,16599,0,958,5049,96095
2022,LIBTYPE000002,20601110026,내를건너서숲으로도서관,seoul,은평구,52620,8,43474,107469,1285993
2022,LIBTYPE000002,2060121024,내리새라도서관,busan,기장군,19837,2,1987,47744,363500
2022,LIBTYPE000002,2060148011,내서도서관,gyeongnam,창원시,130961,1,9280,115321,1774899
2022,LIBTYPE000002,2060811001,노원어린이도서관,seoul,노원구,67782,6,8995,173343,819279
2022,LIBTYPE000002,2060111026,노원중앙도서관,seoul,노원구,173162,18,22424,293900,3996251
2022,LIBTYPE000002,2060125019,노은도서관,daejeon,유성구,88604,4,13463,255795,780373
2022,LIBTYPE000002,2060141254,노을빛도서관,gyeonggi,화성시,24868,2,5160,89242,413842
2022,LIBTYPE000002,2060146024,노화공공도서관,jeonnam,완도군,59301,0,5665,5665,138310
2022,LIBTYPE000002,2060141179,논골도서관,gyeonggi,성남시,16648,1,8978,18051,301568
2022,LIBTYPE000002,2060144005,논산강경도서관,chungnam,논산시,70232,1,1093,27604,326672
2022,LIBTYPE000002,2060144006,논산연무도서관,chungnam,논산시,69805,1,1087,26881,285559
2022,LIBTYPE000002,2060144043,논산열린도서관,chungnam,논산시,73731,5,17472,135406,1411384
2022,LIBTYPE000002,2060111013,논현도서관,seoul,강남구,50316,5,12509,84825,594539
2022,LIBTYPE000002,2060131002,농소1동도서관,ulsan,북구,53196,1,3308,53187,466644
2022,LIBTYPE000002,2030121002,느티나무도서관,busan,해운대구,19855,1,1730,5292,115300
2022,LIBTYPE000002,2030141006,느티나무도서관,gyeonggi,용인시,64671,5,3521,79719,881918
2022,LIBTYPE000002,2060845002,늘푸른도서관,jeonbuk,군산시,82114,3,5183,87084,659699
2022,LIBTYPE000002,2060141203,능평도서관,gyeonggi,광주시,76591,3,6390,149066,741537
2022,LIBTYPE000002,2060143017,다누리도서관,chungbuk,단양군,105838,1,1531,28283,795274
2022,LIBTYPE000002,2060121013,다대도서관,busan,사하구,146507,7.5,8719,173381,2169991
2022,LIBTYPE000002,2060147037,다산도서관,gyeongbuk,고령군,27005,2,4986,17096,319038
2022,LIBTYPE000002,20601110050,다산성곽도서관,seoul,중구,11455,4,2300,17577,526430
2022,LIBTYPE000002,2060132011,다정동도서관,sejong,세종시,41187,1,103561,198086,215493
2022,LIBTYPE000002,2060147007,단석도서관,gyeongbuk,경주시,49106,2,3307,11456,255939
2022,LIBTYPE000002,2050143015,단양교육도서관,chungbuk,단양군,58502,3,137,2012,867182
2022,LIBTYPE000002,2060111075,달빛마루도서관,seoul,성북구,59525,5,6841,56782,390016
2022,LIBTYPE000002,2060122017,달서가족문화도서관,daegu,달서구,75954,4,13786,443852,731983
2022,LIBTYPE000002,2060122001,달서구립도원도서관,daegu,달서구,104576,3,9499,152308,400792
2022,LIBTYPE000002,2060122006,달서구립본리도서관,daegu,달서구,96157,4,11265,215372,671682
2022,LIBTYPE000002,2060122002,달서구립성서도서관,daegu,달서구,99768,3,9924,159124,754877
2022,LIBTYPE000002,2060822001,달서어린이도서관,daegu,달서구,87831,2,5159,140976,507357
2022,LIBTYPE000002,2060122023,달서영어도서관,daegu,달서구,37885,3,2268,80118,529224
2022,LIBTYPE000002,2060122009,달성군립도서관,daegu,달성군,86929,8,7763,200256,1583677
2022,LIBTYPE000002,2030842001,담작은도서관,gangwon,춘천시,36152,4,7258,29554,402960
2022,LIBTYPE000002,2060144007,당진시립송악도서관,chungnam,당진시,61600,1,19269,46971,297220
2022,LIBTYPE000002,2060144025,당진시립중앙도서관,chungnam,당진시,175437,7,6041,45947,1613184
2022,LIBTYPE000002,2060144008,당진시립합덕도서관,chungnam,당진시,38406,1,1366,12825,319130
2022,LIBTYPE000002,2060122014,대구 동구 신천도서관,daegu,동구,40583,6,3725,71902,471273
2022,LIBTYPE000002,2050122010,대구2.28기념학생도서관 (구 대봉도서관),daegu,동구,298392,24,45985,308038,3551500
2022,LIBTYPE000002,2050122005,대구광역시립남부도서관,daegu,남구,355821,14,8772,220604,2149817
2022,LIBTYPE000002,2050122011,대구광역시립달성도서관,daegu,달성군,135557,9,4798,166595,1264158
2022,LIBTYPE000002,2050122003,대구광역시립동부도서관,daegu,동구,334794,14,7273,199271,2170801
2022,LIBTYPE000002,2050122009,대구광역시립두류도서관,daegu,달서구,300860,11,42067,174873,1871950
2022,LIBTYPE000002,2050122008,대구광역시립북부도서관,daegu,북구,272759,11,14066,388964,1964002
2022,LIBTYPE000002,2050122006,대구광역시립서부도서관,daegu,서구,309495,13,1770,28203,2893241
2022,LIBTYPE000002,2050122007,대구광역시립수성도서관,daegu,수성구,301832,11,10763,292957,2003029
2022,LIBTYPE000002,2050122001,대구광역시립중앙도서관,daegu,중구,525070,13,6910,111723,2772681
2022,LIBTYPE000002,2060122012,대구광역시북구대현도서관,daegu,북구,62695,3,4916,112433,378886
2022,LIBTYPE000002,2060122015,대구북구태전도서관,daegu,북구,55379,4,35419,162601,462008
2022,LIBTYPE000002,2060121018,대라다목적도서관,busan,기장군,45538,2,2086,37791,572407
2022,LIBTYPE000002,2060111033,대림도서관,seoul,영등포구,80765,7,8868,162461,1390561
2022,LIBTYPE000002,2060122018,대명어울림도서관,daegu,남구,13363,1,4441,15726,400009
2022,LIBTYPE000002,2060811016,대방어린이도서관,seoul,동작구,31087,2,8159,137485,201438
2022,LIBTYPE000002,2060141199,대부도서관,gyeonggi,안산시,47291,1,4503,18246,319091
2022,LIBTYPE000002,2060141240,대신도서관,gyeonggi,여주시,25626,2,1413,35707,425024
2022,LIBTYPE000002,2060125001,대전광역시한밭도서관,daejeon,중구,900474,35,14808,415522,7583738
2022,LIBTYPE000002,2060125004,대전동구가오도서관,daejeon,동구,120935,6,5708,183087,649080
2022,LIBTYPE000002,2060125002,대전동구용운도서관,daejeon,동구,120715,4,4116,140855,1013503
2022,LIBTYPE000002,2060125005,대전동구판암도서관,daejeon,동구,36682,1,1327,25702,218346
2022,LIBTYPE000002,2060125014,대전둔산도서관,daejeon,서구,140546,3,9102,250288,1107847
2022,LIBTYPE000002,2050125001,대전학생교육문화원,daejeon,중구,129690,12,7012,239691,3083707
2022,LIBTYPE000002,2050125002,대전학생교육문화원 부설 산성도서관,daejeon,중구,68046,8,17633,95656,1688520
2022,LIBTYPE000002,2060111014,대치도서관,seoul,강남구,58829,7,16723,145488,602110
2022,LIBTYPE000002,2060132005,대평동도서관,sejong,세종시,43889,1,6880,94260,191962
2022,LIBTYPE000002,2030111007,더불어 숲,daegu,북구,34506,0,9078,9908,65435
2022,LIBTYPE000002,2060111085,도곡정보문화도서관,seoul,강남구,115698,10,24227,304457,1508848
2022,LIBTYPE000002,2060132002,도담동도서관,sejong,세종시,41459,1,5218,51683,125063
2022,LIBTYPE000002,2060848003,도동어린이도서관,gyeongnam,진주시,27739,1,15047,36232,84565
2022,LIBTYPE000002,2060811017,도봉기적의도서관,seoul,도봉구,39989,6,4944,75520,703649
2022,LIBTYPE000002,2060111008,도봉문화정보도서관,seoul,도봉구,150836,10,9957,164928,2223146
2022,LIBTYPE000002,2060111045,도봉아이나라도서관,seoul,도봉구,106921,4,57929,158623,609250
2022,LIBTYPE000002,2060823007,독정골어린이도서관,incheon,미추홀구,24651,0,413,8613,93979
2022,LIBTYPE000002,2060111093,돌마리도서관,seoul,송파구,27218,2,7706,73040,249282
2022,LIBTYPE000002,2060122007,동구구립 안심도서관,daegu,동구,140081,12,87798,334470,1450712
2022,LIBTYPE000002,2060121003,동구도서관,busan,63.31,120795,5,3705,92579,696322
2022,LIBTYPE000002,2060821006,동구어린이영어도서관,busan,동구,38318,3,1852,64517,385683
2022,LIBTYPE000002,2050149004,동녘도서관,jeju,289.67,91038,3,1680,45828,704277
2022,LIBTYPE000002,2060111090,동대문구 답십리 도서관,seoul,동대문구,106723,9,12943,299659,1375009
2022,LIBTYPE000002,2060111025,동대문구정보화도서관,seoul,동대문구,169052,11,9310,198291,1407821
2022,LIBTYPE000002,20601110042,동대문책마당도서관,seoul,동대문구,13164,3,3428,28780,161671
2022,LIBTYPE000002,2060141081,동두천꿈나무정보도서관,gyeonggi,동두천시,156292,3,3799,80698,680931
2022,LIBTYPE000002,2060141080,동두천시립도서관,gyeonggi,동두천시,210251,4,3478,98084,941589
2022,LIBTYPE000002,2060121015,동래읍성도서관,busan,동래구,59349,4,35002,121236,498190
2022,LIBTYPE000002,2060148008,동부도서관,gyeongnam,283.76,147823,5,9287,180194,1326513
2022,LIBTYPE000002,2060123009,동양도서관,incheon,계양구,44233,3,14940,43890,522416
2022,LIBTYPE000002,2030122008,동일공공도서관,daegu,동구,17440,0,145,295,72077
2022,LIBTYPE000002,2060111043,동작어린이도서관,seoul,동작구,52880,3,7431,100159,335102
2022,LIBTYPE000002,2060123033,동춘나래도서관,incheon,연수구,34315,1.5,78080,150000,352499
2022,LIBTYPE000002,2060141120,동탄복합문화센터도서관,gyeonggi,화성시,208049,7,28597,647028,1560000
2022,LIBTYPE000002,2050142011,동해교육도서관,gangwon,동해시,114989,4,2399,51210,708579
2022,LIBTYPE000002,2060142009,동해시립발한도서관,gangwon,동해시,141725,4.5,2883,70497,701428
2022,LIBTYPE000002,2060142010,동해시립북삼도서관,gangwon,동해시,115549,4,9932,55720,719428
2022,LIBTYPE000005,2060841015,두빛나래 어린이도서관,gyeonggi,화성시,77990,3,7504,80016,1117634
2022,LIBTYPE000002,2060142033,둔내태성도서관,gangwon,횡성군,27803,0.5,498,2498,216684
2022,LIBTYPE000002,2060811018,둘리도서관,seoul,도봉구,14216,1,2362,6987,180047
2022,LIBTYPE000002,2030141009,라이브러리 티티섬,gyeonggi,성남시,14973,3,1060,2004,978395
2022,LIBTYPE000002,2060143023,레인보우영동도서관,chungbuk,영동군,63150,3,40174,40174,246400
2022,LIBTYPE000002,2060148012,마산합포도서관,gyeongnam,창원시,212057,8.5,13471,201393,1141808
2022,LIBTYPE000002,2060148010,마산회원도서관,gyeongnam,창원시,189987,5,36479,118834,1623357
2022,LIBTYPE000002,2060111041,마포구립서강도서관,seoul,마포구,70643,8,70586,182320,1059641
2022,LIBTYPE000002,20601110053,마포소금나루도서관,seoul,마포구,37945,6,62870,171017,436713
2022,LIBTYPE000002,20601110016,마포중앙도서관,seoul,마포구,225389,12.5,30644,1250038,5434235
2022,LIBTYPE000009,2060811024,마포푸르메어린이도서관,seoul,마포구,19315,1,4140,89530,142842
2022,LIBTYPE000002,2030848001,마하 어린이도서관,gyeongnam,진주시,16669,1,2169,2906,174480
2022,LIBTYPE000002,2060121004,만덕도서관,busan,북구,129196,6,4267,113630,1047541
2022,LIBTYPE000002,2030141007,만화도서관,gyeonggi,부천시,214415,1,998,998,301009
2022,LIBTYPE000002,2060121011,망미도서관,busan,수영구,76580,2,44181,134290,509361
2022,LIBTYPE000002,2060131011,매곡도서관,ulsan,북구,48179,3,8148,167764,756359
2022,LIBTYPE000002,2060143008,매포도서관,chungbuk,단양군,50406,0,276,11510,132060
2022,LIBTYPE000002,2030121003,맨발동무도서관,busan,북구,32229,1,1708,11346,158541
2022,LIBTYPE000002,2060843004,맹동혁신도서관,chungbuk,음성군,38802,5,8799,66336,731914
2022,LIBTYPE000002,2060148028,명곡도서관,gyeongnam,창원시,94488,4,10943,150033,970601
2022,LIBTYPE000002,2030145001,명봉도서관,jeonbuk,정읍시,28432,1,140,1964,131319
2022,LIBTYPE000002,2030111004,명성교회도서관,seoul,강동구,142688,2,1854,59861,573837
2022,LIBTYPE000002,2050142008,명주교육도서관,gangwon,강릉시,102957,3,14574,35837,491801
2022,LIBTYPE000002,2060831002,명촌어린이도서관,ulsan,북구,27813,1,16591,43865,232328
2022,LIBTYPE000002,2060142024,모루도서관,gangwon,강릉시,103341,2,36817,122612,1679044
2022,LIBTYPE000002,2060141246,목동이음터도서관,gyeonggi,화성시,70040,4,13604,129511,845811
2022,LIBTYPE000002,2060111052,목마교육도서관,seoul,양천구,38035,6,10238,110065,340683
2022,LIBTYPE000002,2060146001,목포시립도서관,jeonnam,목포시,326627,8,1662,25207,1513687
2022,LIBTYPE000002,2060846002,목포어린이도서관,jeonnam,목포시,66136,3,10272,40577,613959
2022,LIBTYPE000002,2060146048,목포어울림도서관,jeonnam,목포시,27029,5,1598,12570,673698
2022,LIBTYPE000002,2060146043,목포영어도서관,jeonnam,목포시,24141,1,643,19844,288905
2022,LIBTYPE000002,2060811021,못골한옥어린이도서관,seoul,강남구,30359,6,11003,109516,562770
2022,LIBTYPE000002,2060146020,무안군공공도서관,jeonnam,무안군,64159,1,199,10389,459052
2022,LIBTYPE000002,2060145020,무주형설지공군립도서관,jeonbuk,무주군,43862,2,5259,13810,3439714
2022,LIBTYPE000002,2060125018,무지개도서관,daejeon,동구,62436,2,1661,97470,233434
2022,LIBTYPE000002,2060147028,문경시립모전도서관,gyeongbuk,문경시,88265,2,2886,65007,592940
2022,LIBTYPE000002,2060147018,문경시립문희도서관,gyeongbuk,문경시,72934,1,364,7820,279815
2022,LIBTYPE000002,2060147017,문경시립중앙도서관,gyeongbuk,문경시,119345,3,1607,39888,463598
2022,LIBTYPE000002,2060111037,문래도서관,seoul,영등포구,64230,9,10199,201261,1243365
2022,LIBTYPE000002,2050142007,문막교육도서관,gangwon,원주시,89780,3,17336,17336,472424
2022,LIBTYPE000002,2060141144,물푸레도서관,gyeonggi,파주시,46714,3,7734,42166,358384
2022,LIBTYPE000002,20601110024,미감도서관,seoul,양천구,19624,3,25460,40863,199682
2022,LIBTYPE000002,2060142038,미리내도서관,gangwon,원주시,36488,12,2546,158368,1821512
2022,LIBTYPE000002,2060111086,미아문화정보도서관,seoul,강북구,43183,1,4708,28489,225855
2022,LIBTYPE000002,2050143006,미원교육도서관,chungbuk,청주시,62748,2,221,5296,306567
2022,LIBTYPE000002,2060148006,밀양시립도서관,gyeongnam,밀양시,154507,4,4888,94914,1134073
2022,LIBTYPE000002,2060148032,밀양시립영어도서관,gyeongnam,밀양시,40917,1,4425,13953,453755
2022,LIBTYPE000002,2060841003,바른샘어린이도서관,gyeonggi,수원시,131950,2,11964,137032,669230
2022,LIBTYPE000002,2060132013,반곡동도서관,sejong,세종시,20600,1,6005,83187,265379
2022,LIBTYPE000002,2030841001,반달어린이도서관,gyeonggi,수원시,34439,1,1889,4327,46200
2022,LIBTYPE000002,2060121006,반여도서관,busan,해운대구,76180,2,9013,30242,293767
2022,LIBTYPE000002,2060141228,반월도서관,gyeonggi,안산시,38320,2,13182,40718,331943
2022,LIBTYPE000002,20601110013,방배도서관,seoul,서초구,19887,2,30754,45746,232137
2022,LIBTYPE000002,20601110025,방아다리문학도서관,seoul,양천구,30515,3,6538,56826,210150
2022,LIBTYPE000002,20601110032,배봉산 숲속도서관,seoul,동대문구,15033,3,5463,56012,309312
2022,LIBTYPE000002,2060123003,백령도서관,incheon,옹진군,30965,0,0,0,53386
2022,LIBTYPE000002,2060141268,백운호수도서관,gyeonggi,의왕시,12109,3,2361,27041,433114
2022,LIBTYPE000002,2060141194,별빛도서관,gyeonggi,남양주시,90546,4,13710,318685,1298164
2022,LIBTYPE000002,2060141137,보라도서관,gyeonggi,용인시,151969,4.5,16808,289832,1258100
2022,LIBTYPE000002,2060132007,보람동도서관,sejong,세종시,53665,1,63143,134362,147961
2022,LIBTYPE000002,2060144009,보령시중앙도서관,chungnam,보령시,56913,3,6140,16171,562676
2022,LIBTYPE000002,2060144010,보령주산도서관,chungnam,보령시,36542,0,371,0,6400
2022,LIBTYPE000002,2060146016,보성농어촌도서관,jeonnam,보성군,24433,0,2316,2316,84000
2022,LIBTYPE000002,2050143007,보은교육도서관,chungbuk,보은군,45942,3,7990,24108,485732
2022,LIBTYPE000002,2060143032,보은군립도서관,chungbuk,보은군,16928,1,1509,3328,467918
2022,LIBTYPE000002,2060141174,본오도서관,gyeonggi,안산시,34844,1,3408,27491,167134
2022,LIBTYPE000002,2060141105,봉담도서관,gyeonggi,화성시,128554,5,11808,188363,1313252
2022,LIBTYPE000002,2060143006,봉양도서관,chungbuk,제천시,30829,2,2626,12255,197709
2022,LIBTYPE000002,2060123016,부개도서관,incheon,부평구,64247,8,5986,93169,1666984
2022,LIBTYPE000002,2060823010,부개어린이도서관,incheon,부평구,23621,3,2112,24331,303171
2022,LIBTYPE000002,2060121001,부산강서도서관,busan,강서구,118589,3,5412,99223,803737
2022,LIBTYPE000002,2060121022,부산광역시 남구 분포도서관,busan,남구,67377,6,61689,203807,463244
2022,LIBTYPE000002,2050121007,부산광역시립구덕도서관,busan,서구,112775,9,6725,123871,1500547
2022,LIBTYPE000002,2050121009,부산광역시립구포도서관,busan,북구,277839,16,8403,157155,3132741
2022,LIBTYPE000002,2050121012,부산광역시립명장도서관,busan,동래구,155866,9,4746,87746,1484520
2022,LIBTYPE000002,2050121005,부산광역시립반송도서관,busan,해운대구,163998,10,3308,60626,1709647
2022,LIBTYPE000002,2050121004,부산광역시립부전도서관,busan,부산진구,276085,13,9347,88231,2084742
2022,LIBTYPE000002,2050121010,부산광역시립사하도서관,busan,사하구,143442,9,7587,158268,1483033
2022,LIBTYPE000002,2050121008,부산광역시립서동도서관,busan,금정구,128006,9,3344,104791,1387656
2022,LIBTYPE000002,2050121001,부산광역시립시민도서관,busan,부산진구,734787,31,24949,476063,6624996
2022,LIBTYPE000002,2050121011,부산광역시립연산도서관,busan,연제구,129669,8,9540,159061,1203512
2022,LIBTYPE000002,2050121002,부산광역시립중앙도서관,busan,중구,297414,23,20428,109369,2344141
2022,LIBTYPE000002,2050121013,부산광역시립중앙도서관분관부산영어도서관,busan,부산진구,59997,3,3271,96708,769136
2022,LIBTYPE000002,2050121003,부산광역시립중앙도서관수정분관,busan,동구,86032,5,21200,63615,202418
2022,LIBTYPE000002,2050121014,부산광역시립해운대도서관,busan,해운대구,230659,18,22790,512138,3938877
2022,LIBTYPE000002,2060121025,부산도서관,busan,사상구,340668,18,25313,380476,11162645
2022,LIBTYPE000024,2060821003,부산진구어린이청소년도서관,busan,부산진구,64401,3,4226,114878,434297
2022,LIBTYPE000002,2050145010,부안교육문화회관,jeonbuk,부안군,82884,5,1181,30109,1422147
2022,LIBTYPE000002,2060145019,부안군립도서관,jeonbuk,부안군,68664,3,792,10451,518167
2022,LIBTYPE000002,2060141013,부천시립꿈빛도서관,gyeonggi,부천시,195490,3,19082,158993,739751
2022,LIBTYPE000002,2060141115,부천시립꿈여울도서관,gyeonggi,부천시,126766,1,16322,115547,831556
2022,LIBTYPE000002,2060141212,부천시립도당도서관,gyeonggi,부천시,32359,1,7216,26908,258632
2022,LIBTYPE000002,2060141210,부천시립동화도서관,gyeonggi,부천시,59655,1,9341,123421,269095
2022,LIBTYPE000002,2060141267,부천시립별빛마루도서관,gyeonggi,부천시,61176,12,10582,171133,2864737
2022,LIBTYPE000002,2060141012,부천시립북부도서관,gyeonggi,부천시,138600,2,13268,62010,1035698
2022,LIBTYPE000002,2060141125,부천시립상동도서관,gyeonggi,부천시,167160,12,22730,229390,2963931
2022,LIBTYPE000002,2060141188,부천시립송내도서관,gyeonggi,부천시,113014,3,14809,148671,784289
2022,LIBTYPE000002,2060141266,부천시립수주도서관,gyeonggi,부천시,51978,12,6658,55972,9947999
